"NAME","ACCOUNTNAME__C","ACCOUNTNUMBER__C","SALESAREANAME__C","SHOPPINGCART__C","url","PAYMENTPAGEURL__C"
"SA00487529","001100000148IhOAAU","SP00778294","ライトハウスビューティ（ＰＣ・スマホ・フィーチャーフォン）","EC-CUBE","http://lighthousebeauty.jp",""
"SA00495424","0015F000016UU4lQAG","SP00797664","フィントオンラインストア（ＰＣ・スマホ・モバ）","EC-CUBE","http://www.fint-shop.com",""
"SA00487559","0011000000Ias7BAAR","SP00669547","KOSKING（PC・スマホ）","EC-CUBE","http://www.cosking.info/",""
"SA00487591","001100000148e1IAAQ","SP00778323","PSSHOP（PC・スマホ）","EC-CUBE","http://psshop.jp/index.php/",""
"SA00445925","0011000000MoyCWAAZ","SP00697266","有限会社スプリングウッドカンパニー","EC-CUBE","http://www.springwood.co.jp",""
"SA00445995","0011000000MpjtmAAB","SP00697361","CoSmile","EC-CUBE","http://www.ochanokoushou.com/",""
"SA00447094","0011000000NSyFBAA1","SP00700070","株式会社ラスペース","EC-CUBE","http://laspace.biz",""
"SA00447106","0011000000IaspjAAB","SP00672309","PPN","EC-CUBE","http://theppn.jp/",""
"SA00447152","0011000000NT7fgAAD","SP00700112","アニマー湯（PC)","EC-CUBE","http://www.animaryu.net",""
"SA00447164","0011000000NT8yFAAT","SP00700119","マンゴー屋さん.com","EC-CUBE","http://www.mangoyasan.com",""
"SA00450055","0011000000OcGqEAAV","SP00705099","ぷてぃ・べるじぇ","EC-CUBE","http://www.petit-verger.com/",""
"SA00447237","0011000000NTWgWAAX","SP00700185","日本第一製薬","EC-CUBE","http://www.jp-no1.co.jp/",""
"SA00447251","0011000000NTZZ9AAP","SP00700201","合同会社Columpass","EC-CUBE","http://macitem.com/shop/html",""
"SA00447254","0011000000NTZZDAA5","SP00700205","株式会社ジェイホールディングス","EC-CUBE","http://j-style-web.jp/",""
"SA00447372","0011000000NULZ4AAP","SP00700302","医食同源ドットコム","EC-CUBE","http://www.ishokudogen.com",""
"SA00447406","0011000000NphfAAAR","SP00700333","株式会社K・M・R","EC-CUBE","http://kmr.jp/shop",""
"SA00450493","0011000000Od5ZnAAJ","SP00705494","株式会社ヒットエンドラン","EC-CUBE","http://www.ec-hitandrun.com/",""
"SA00517349","0015F00001D09GaQAJ","SP00830065","ヘンプシードオイル （スマホ）","EC-CUBE","http://wellness-glanz.com/asano-sizuku/sp/",""
"SA00447261","0011000000NTa8RAAT","SP00700210","株式会社グレビス","EC-CUBE","http://www.smaphopierce.com",""
"SA00447277","0011000000NTszpAAD","SP00700220","株式会社セレナイト","ＥＣ-ＣＵＢＥ","http://e-lapis.jp",""
"SA00447316","0011000000NTuYWAA1","SP00700226","株式会社ノニアル","EC-CUBE","http://kajukukoso.jp",""
"SA00447319","0011000000IarOVAAZ","SP00666877","舞椿ドットコム","EC-CUBE","http://www.mai-tsubaki.com/",""
"SA00450464","0011000000Od2b6AAB","SP00705484","加茂繊維株式会社　（PC)","EC-CUBE","http://www.bsfine.com",""
"SA00450468","0011000000Od2bAAAR","SP00705488","有限会社フリージュ","EC-CUBE","http://freege.co.jp/shopping",""
"SA00448112","0011000000NTXLbAAP","SP00700195","株式会社クレフ","EC-CUBE","http://www.saya-cosme.com/",""
"SA00447398","0011000000NUR7XAAX","SP00700325","株式会社フラワーショップヤマ","EC-CUBE","http://www.yama1187.com",""
"SA00447404","0011000000NphH9AAJ","SP00700331","ソーシャルコンテンツワークス株式会社","EC-CUBE","http://yamasakimarina.com",""
"SA00453046","0011000000Stq6LAAR","SP00710172","株式会社ミーティア","EC-CUBE","http://gyuttoshape.jp/shop/",""
"SA00447467","0011000000NUX9mAAH","SP00700330","株式会社ディーラーニング","EC-CUBE","http://dokugaku-dx.com",""
"SA00447497","0011000000Nqj7LAAR","SP00700390","千代田製砥株式会社","ＥＣ-ＣＵＢＥ","http://seight.jp",""
"SA00447489","0011000000NrHR6AAN","SP00700409","シーズンのオンラインショップ（確認中）","EC-CUBE","http://foods.season.ne.jp",""
"SA00447491","0011000000NrHR8AAN","SP00700411","anynext株式会社","EC-CUBE","http://www.be-create.jp",""
"SA00447521","0011000000NrgY8AAJ","SP00700435","誠華堂　（PC・スマホ）","EC-CUBE","http://www.fuji-seikado.jp",""
"SA00448123","0011000000NtBVKAA3","SP00701810","匠の牡蠣","EC-CUBE","http://www.takumikaki.com",""
"SA00447557","0011000000IarMPAAZ","SP00666647","松前さくら漁業協同組合","EC-CUBE","http://sakura-maguro.com/",""
"SA00469172","0011000000bhc2MAAQ","SP00739090","GREENTOUR　（PC・スマホ）","EC-CUBE","http://greentour.co.jp",""
"SA00450095","0011000000OcI1BAAV","SP00705130","デザガジェット(PC、スマホ)","EC-CUBE","http://dezagadget.com/",""
"SA00448186","0011000000NtJtQAAV","SP00701849","有限会社ルチインベストメント","EC-CUBE","http://eagle-publishing.net/",""
"SA00448230","0011000000NUHCYAA5","SP00700296","株式会社アールライフ","EC-CUBE","http://rlife.co.jp/",""
"SA00450116","0011000000OcNxTAAV","SP00705169","株式会社ネットワークス","EC-CUBE","http://www.wigrazie.jp",""
"SA00448647","0011000000NtDK5AAN","SP00701825","株式会社スタジオライン","EC-CUBE","http://www.agica.jp",""
"SA00498432","0015F0000171mRQQAY","SP00800221","花織オンラインショップ　(PC・スマホ)","EC-CUBE","http://kaori.life",""
"SA00448682","0011000000Oa5kQAAR","SP00703094","妻有餃子 白龍","EC-CUBE","http://gyoza-hakuryu.com",""
"SA00448783","0011000000LEycWAAT","SP00695535","有限会社トクマルプリテック","EC-CUBE","http://futo-p.com/store",""
"SA00448734","0011000000OZzFMAA1","SP00703082","株式会社マキノトレーディング","EC-CUBE","http://www.maquino.jp",""
"SA00448735","0011000000OZzFMAA1","SP00703082","株式会社マキノトレーディング","EC-CUBE","http://www.josephjoseph.jp",""
"SA00448736","0011000000OZzFMAA1","SP00703082","株式会社マキノトレーディング","EC-CUBE","http://kt.maquino.jp",""
"SA00448739","0011000000OaMYsAAN","SP00703138","株式会社アレグロマーケティング","EC-CUBE","http://www.allegro-inc.com/",""
"SA00448771","0011000000Nt2m3AAB","SP00701780","都","ＥＣ-ＣＵＢＥ","http://miyako-wk.co.jp/ec/html/",""
"SA00449188","0011000000IaqWMAAZ","SP00663420","ガーデンサイト","EC-CUBE","http://www.gardensite.biz/",""
"SA00460679","0011000000Ian02AAB","SP00649994","ジュエルプラネット　EC-CUBE（PC・スマホ）","EC-CUBE","http://jewel-planet.jp",""
"SA00449202","0011000000OagGCAAZ","SP00704395","セリュールショップ（PC・スマホ）","EC-CUBE","http://cellule-shop.jp",""
"SA00450213","0011000000OcT5zAAF","SP00705274","anynext株式会社","EC-CUBE","http://www.talecos.com",""
"SA00449214","0011000000NtChUAAV","SP00701822","ルビー・グループ 株式会社","EC-CUBE","http://esteban.co.jp",""
"SA00460680","0011000000Ian02AAB","SP00649994","ピアスプラネット　EC-CUBE（PC・スマホ）","EC-CUBE","http://pierce-planet.com",""
"SA00449380","0011000000OanZ2AAJ","SP00704532","株式会社メインストリート","EC-CUBE","http://bb-cream.jp",""
"SA00449371","0011000000OamyeAAB","SP00704519","株式会社アイプラティナ","EC-CUBE","http://iplatina.co.jp/",""
"SA00449449","0011000000NTBboAAH","SP00700126","岩塩マルシェ","EC-CUBE","http://www.rocksalt.jp/",""
"SA00449521","0011000000Ob4L8AAJ","SP00704665","BeautyDepart　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.beautydepart.com",""
"SA00449533","0011000000Ob4juAAB","SP00704676","IPPOME","EC-CUBE","http://www.yukonsite.com",""
"SA00449659","0011000000ObYJIAA3","SP00704789","PetitCochon","EC-CUBE","http://www.petitcochon.net",""
"SA00449785","0011000000OalctAAB","SP00704480","ナイントゥエルヴ","Ec-CUBE","http://fla2.net",""
"SA00450655","0011000000OdX15AAF","SP00705618","マニス・コスメティクス株式会社","EC-CUBE","http://www.vegetablecolor.jp",""
"SA00450696","0011000000OdbbmAAB","SP00705645","株式会社ベールネット","EC-CUBE","http://www.mycereal.jp",""
"SA00450690","0011000000OdaDDAAZ","SP00705643","ゴラッソ！","EC-CUBE","http://gol-azo.com",""
"SA00450699","0011000000OdcBnAAJ","SP00705647","有限会社 T.S.T TOKYO","EC-CUBE","http://www.winenot.jp",""
"SA00492932","0015F0000166EbOQAU","SP00794355","リコラボ通販サイト（PC）","EC-CUBE","http://www.ricolabo.jp",""
"SA00500295","0015F000017s3gTQAQ","SP00804326","検査機器通販こうたろう（PC・スマホ）","EC-CUBE","http://kootaro.com/",""
"SA00492976","0015F0000166S4dQAE","SP00794376","I.D.Clothing Heart（PC・スマホ・モバ）","EC-CUBE","http://www.idheart.net",""
"SA00492985","0015F0000166U3DQAU","SP00794382","Shisha-Lab　（PC・スマホ）","EC-CUBE","http://aa161fovmb.smartrelease.jp/joyetech/",""
"SA00496432","0015F0000170E8vQAE","SP00798449","国際サンゴ（PC・スマホ）","EC-CUBE","https://www.k-sango.com",""
"SA00513101","0015F00001B8LMLQA3","SP00825189","北琉興産オンラインショップ （PC・スマホ・モバ）","EC-CUBE","http://www.hokuryu-k.co.jp","http://www.hokuryu-k.co.jp/guide/index.php"
"SA00493070","0015F0000166qKuQAI","SP00794403","コーエィレンタルショップ　（WEB・FAX）","EC-CUBE","http://www.koei-rental.com/",""
"SA00493140","0015F000016723qQAA","SP00794428","学校用品．ｎｅｔ（PC・スマホ）","EC-CUBE","https://www.gakkouyouhin.net",""
"SA00493209","00110000014buRpAAI","SP00785499","沖縄アロエ －ホームページ（PC・スマホ）","EC－CUBE","http://www.okinawaaloe.com",""
"SA00493305","0015F000015Wk3iQAC","SP00792909","業務用調味料.ラーメンの足立商店（モバ）","EC-CUBE","http://www.adachishouten.com/mbp",""
"SA00493304","0015F000015Wk3iQAC","SP00792909","業務用調味料.ラーメンの足立商店（スマホ）","EC-CUBE","http://www.adachishouten.com/smp",""
"SA00493427","0011000000UIIp0AAH","SP00711736","ウェルネス百貨店（PC・スマホ）","EC-CUBE","http://ウェルネス百貨店.com/",""
"SA00493479","0015F0000167w9eQAA","SP00794525","ホン・モノ・ケイカク公式サイト（ＰＣ・スマホ）","EC-CUBE","http://hon-mono-keikaku.com",""
"SA00493474","0015F0000167tIBQAY","SP00794523","地のものファームオンラインショップ（PC・スマホ）","EC-CUBE","https://jinomono.net/",""
"SA00493482","0015F000015WFnRQAW","SP00792844","オココロ。（PC・スマホ）","EC-CUBE","http://www.okokoro.com/",""
"SA00511930","00110000013DleOAAS","SP00775767","レゴエデュケーション通販「SUZUMORI.online」　（PC・スマホ）","EC-CUBE","http://www.suzumori.online/",""
"SA00493581","0015F0000168kFDQAY","SP00794572","淡路ごちそう館 御食国 ネットショップ本店（PC・スマホ・モバ）","EC-CUBE","http://shop.miketsu.jp/",""
"SA00510101","0011000000IajfAAAR","SP00637068","アップル-C（PC）","EC-CUBE","http://www.upll-c.com/",""
"SA00493702","0015F0000169voCQAQ","SP00794626","竹之助（PC・スマホ）","EC-CUBE","http://takenosuke.com/shop/",""
"SA00507493","0015F000018i9HEQAY","SP00815494","WUKオンラインストア　（PC・スマホ）","EC-CUBE","http://wuk.jp","http://wuk.jp/user_data/pay.php"
"SA00511833","0015F00001A5ZZzQAN","SP00823586","EC-CUBE　（PC・スマホ）","EC-CUBE","http://aimoha.com","http://aimoha.com/user_data/shipping.php"
"SA00517348","0015F00001D09GaQAJ","SP00830065","ヘンプシードオイル （PC）","EC-CUBE","http://wellness-glanz.com/asano-sizuku/",""
"SA00512529","0015F00001957nkQAA","SP00816748","ARPASS （PC・スマホ）","EC-CUBE","https://beauty.arpass.jp/",""
"SA00450243","0011000000OcWprAAF","SP00705311","株式会社プラスワイズ","EC-CUBE","http://nakagawa-syouten.co.jp",""
"SA00449565","0011000000ObDfeAAF","SP00704707","株式会社トラストメリーカンパニー","EC-CUBE","http://roys-webstore.com/",""
"SA00449662","0011000000ObZK3AAN","SP00704790","株式会社メディアラスタライズ","EC-CUBE","http://s.galoo.jp/",""
"SA00449762","0011000000ObnCgAAJ","SP00704891","ANGELICA（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.bikiniwax.jp/ec/",""
"SA00449777","0011000000ObnyDAAR","SP00704900","株式会社FULL COMMISSION","EC-CUBE","http://mi-light.jp",""
"SA00449776","0011000000ObnyDAAR","SP00704900","株式会社FULL COMMISSION","EC-CUBE","http://www.yukonsite.com/",""
"SA00455367","0011000000UISZfAAP","SP00715412","チュフディナチュールECストア（PC・スマホ・フィーチャーフォンフォン）","EC-CUBE","http://www.chufudi.jp",""
"SA00450569","0011000000OdJpjAAF","SP00705550","株式会社田中蒲鉾本店","EC-CUBE","http://www.tanakama.co.jp",""
"SA00453098","0011000000LFFGAAA5","SP00695632","サンシティ","EC-CUBE","http://www.sancity.jp",""
"SA00453097","0011000000OdKRdAAN","SP00705553","よねざわ農園","EC-CUBE","http://www.yonezawafarm.com/",""
"SA00450726","0011000000OdezSAAR","SP00705660","Re：Life","ＥＣ-ＣＵＢＥ","http://relife.myshop-m.com",""
"SA00467881","0011000000bgwthAAA","SP00736414","スルスルこうそ（PC・スマホ・モバイル）","EC-CUBE","http://www.surusuru.jp",""
"SA00450805","0011000000OdoKHAAZ","SP00705710","博多美人研究所","EC-CUBE","http://www.jbc.jp",""
"SA00450874","0011000000IapyGAAR","SP00661315","MTG OnlineShop","EC-CUBE","http://www.mtgec.jp/",""
"SA00450869","0011000000OdsvQAAR","SP00705904","ニューテック株式会社","EC-CUBE","http://kochoran-oiwai.com/",""
"SA00450949","0011000000SqCHZAA3","SP00705945","make room","EC-CUBE","http://www.web-makeroom.com/",""
"SA00450962","0011000000SqCIKAA3","SP00705952","河淳株式会社","EC-CUBE","http://shop-kawajun.jp",""
"SA00453112","0011000000SuAK6AAN","SP00710219","素敵なご褒美","EC-CUBE","http://sutekinagohoubi.com",""
"SA00498440","0015F000016QlZbQAK","SP00794637","FANTAS（PC・スマホ）","EC-CUBE","http://www.netkagu.jp/",""
"SA00451576","0011000000SrAhbAAF","SP00707373","＆","EC-CUBE","http://and-furniture.net",""
"SA00451577","0011000000SrAhcAAF","SP00707374","MICOAMERI　ONLINE　（PC・スマホ）","EC-CUBE","http://micoameri.jp/","https://micoameri.jp/order/?from=footer"
"SA00451565","0011000000Sr9sDAAR","SP00707363","シンコー・インターナショナル","EC-CUBE","http://caranome.com",""
"SA00451588","0011000000SrBkIAAV","SP00707381","イー楽器ドットコム(PC、スマホ)","EC-CUBE","http://www.egakki.com/",""
"SA00451621","0011000000SrHQqAAN","SP00707411","TOTAL×BEARING","EC-CUBE","http://www.total-kog.com/",""
"SA00451742","0011000000Sro40AAB","SP00707477","Girly Select","EC-CUBE","http://www.girly-select.com/",""
"SA00451749","0011000000SroZlAAJ","SP00707481","株式会社カスタマ","EC-CUBE","http://www.majopla.jp",""
"SA00454029","0011000000UHb8kAAD","SP00711703","すまいる直送便","EC-CUBE","http://sumachoku.jp/",""
"SA00451759","0011000000SrpvWAAR","SP00707484","中古物流機器．com","EC-CUBE","http://www.chuko-matehan.com/",""
"SA00451778","0011000000SrqrLAAR","SP00707493","Celebs Green Juice","EC-CUBE","http://celeb-gj.com/",""
"SA00451815","0011000000SsfjuAAB","SP00707513","Peach","EC-CUBE","http://p-ch.co.jp",""
"SA00454068","0011000000UI0lBAAT","SP00711717","美脚自慢","EC-CUBE","http://bikyaku-ziman.com/shop",""
"SA00451829","0011000000Ssh4sAAB","SP00707524","アンティナ　ギフトスタジオ　EC-CUBE（PC・スマホ）","EC-CUBE","https://antina.jp/",""
"SA00460714","0011000000WvebkAAB","SP00723202","STORIA　ジャパン　（PC）","EC-CUBE","http://www.storia-jp.com/lp-product01-01/",""
"SA00453166","0011000000UGmWZAA1","SP00710242","Signum","EC-CUBE","signumfirenze.jp",""
"SA00512521","0015F00001B6PFmQAN","SP00824810","Laveau（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.laveau.jp",""
"SA00451814","0011000000SsfirAAB","SP00707512","株式会社ブルドッグ","EC-CUBE","http://rodeo-punch.com",""
"SA00454067","0011000000UI0jUAAT","SP00711716","快臭リフレ","EC-CUBE","http://kaishu-refre.com/shop",""
"SA00454070","0011000000UI0msAAD","SP00711718","ラ・ビュー","EC-CUBE","http://love-quartz.jp/shop",""
"SA00457529","0011000000UJl8AAAT","SP00716412","イワタニi-COLLECT","EC-CUBE","http://www.iwatani-i-collect.com",""
"SA00451911","0011000000SqFH9AAN","SP00706021","グランドサン株式会社","EC-CUBE","http://grand-sun.co.jp",""
"SA00452367","0011000000St8ZpAAJ","SP00708801","有限会社エヌ・シー・シー","EC-CUBE","http://www.livlax.jp",""
"SA00452387","0011000000StDRLAA3","SP00708811","sound PRESS","EC-CUBE","http://www.sound-press.jp/",""
"SA00452388","0011000000StDRLAA3","SP00708811","印刷通販 プリンパッ！","EC-CUBE","http://www.prinpa.net/",""
"SA00452441","0011000000StLYIAA3","SP00708838","Sky Trail","EC-CUBE","http://skytrail.jp",""
"SA00452488","0011000000StPjoAAF","SP00708867","エクストリーム　（PC・スマホ）","EC-CUBE","http://x-tream.jp",""
"SA00460973","0011000000WviOMAAZ","SP00723472","Ｎａｂｅ　Store　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.nabestore.com",""
"SA00452564","0011000000StbmFAAR","SP00708913","株式会社カリフォルニア・ファンシーEggコーポレーション","EC-CUBE","http://few-lesson.com",""
"SA00452605","0011000000IammaAAB","SP00649060","オリエンタルバイオ","EC-CUBE","http://www.orientalbio.co.jp",""
"SA00453315","0011000000NsQt9AAF","SP00700510","株式会社AOKI","EC-CUBE","http://www.aoki-style.com/",""
"SA00457786","0011000000UJsLzAAL","SP00716561","マツヤクSHOP　EC-CUBE（PC・スマホ）","EC-CUBE","http://shop.matsuo-yakuhin.co.jp/",""
"SA00454242","0011000000UIP1oAAH","SP00711810","中山商店","ＥＣ-ＣＵＢＥ","http://www.nakayamashouten.com",""
"SA00472640","0011000000mBQD1AAO","SP00743176","ふるさと産直村（PC、スマホ）","EC-CUBE","http://tuuhan.co.jp",""
"SA00453454","0011000000UHB4DAAX","SP00710433","rere","EC-CUBE","http://rere.co.jp/",""
"SA00453467","0011000000UHCpHAAX","SP00710438","JDA SHOPPING","EC-CUBE","http://jdaclub.jp/jdashop/",""
"SA00453482","0011000000UHHP6AAP","SP00710446","グレース企画　EC-CUBE（PC・スマホ）","EC-CUBE","http://www.graceplanning.net/",""
"SA00453483","0011000000UHHP6AAP","SP00710446","撮影機材専門店 MEIKA　EC-CUBE（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.meika-art.jp/",""
"SA00464165","0011000000Wwk1IAAR","SP00731262","美食市　（ＰＣ・スマホ）","ＥＣ-ＣＵＢＥ","http://www.bishoku-ichi.jp/",""
"SA00487590","001100000148dtEAAQ","SP00778322","RAD MARKET By BLACK MORAL(PC)","EC-CUBE","http://rad-blackmoral.com/",""
"SA00480751","0011000000wDcI2AAK","SP00754704","ペットシア（PC・スマホ）","EC-CUBE","http://petsia.net",""
"SA00454191","0011000000UIMYLAA5","SP00711778","腕時計広場","EC-CUBE","http://www.watch-tokyo.com",""
"SA00457925","0011000000WuggpAAB","SP00716715","バレーボールチャンネル（PC、モバ）","EC-CUBE","http://volleyball-ch.tv/",""
"SA00455606","0011000000UJ5tZAAT","SP00715503","完熟農園大桃屋　（PC、スマホ）","EC-CUBE","http://www.daitouya.com",""
"SA00455653","0011000000UJ6akAAD","SP00715513","KESHIKIFORKIDS　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.keshikiforkids.com/",""
"SA00455725","0011000000UJAUDAA5","SP00715552","BLOC","EC-CUBE","https://store.blocclothing.com",""
"SA00457261","0011000000UJcXrAAL","SP00716249","ひゃくしょう塾(PC・モバ）","EC-CUBE","https://www.hyakushojuku.com",""
"SA00456543","0011000000UJIO8AAP","SP00715940","メディプラスネット（PC）","EC-CUBE","http://www.mediplus-net.com/",""
"SA00456548","0011000000UJIOAAA5","SP00715942","会津夢の郷（PC・スマホ）","EC-CUBE","http://www.greenserv.co.jp",""
"SA00457270","0011000000UJcZuAAL","SP00716257","無双蔵オンラインショップ　（PC・モバ）","EC-CUBE","http://www.kura-musou.net",""
"SA00461634","0011000000WvuXmAAJ","SP00724847","ユニフォームネット．コム　EC-CUBE（PC・スマホ）","EC-CUBE","http://www.uniform-net.com/",""
"SA00461620","0011000000UJYJfAAP","SP00716207","文具店TAG本店（PC・フィーチャーフォン）","EC-CUBE","http://www.takedajimuki.co.jp/",""
"SA00461625","0011000000Ob4kTAAR","SP00704681","鹿児島餃子　珊瑚亭(PC、スマホ)","EC-CUBE","http://www.35tei.com",""
"SA00460466","0011000000WvHwbAAF","SP00723042","細足美人","EC-CUBE","http://saisoku-bizin.com",""
"SA00456795","0011000000UJOemAAH","SP00716042","パニープロブレム","EC-CUBE","http://panyprobleme.com",""
"SA00464577","0011000000OdEnDAAV","SP00705538","オー　デュ　ナチュール　（PC・スマホ）","EC-CUBE","http://www.eau-de-nature.com",""
"SA00461362","0011000000UJIMxAAP","SP00715917","D　COLLECTION．　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://clubd.co.jp",""
"SA00457038","0011000000UJUf0AAH","SP00716161","アールスタイルストア　EC-CUBE（PC・モバ）","EC-CUBE","http://store.rstyle1.co.jp/",""
"SA00457040","0011000000UJUf2AAH","SP00716163","名産和歌山どっとこむ（PC）","EC-CUBE","http://meisan-wakayama.com",""
"SA00457044","0011000000UJUf5AAH","SP00716166","健康食品ハーブティ通販オンラインショップサフラン(PC、モバ両方)","EC-CUBE","http://www.saffron-shop.net/",""
"SA00457090","0011000000UJW0DAAX","SP00716186","phocase　EC-CUBE","EC-CUBE","http://phocase.jp",""
"SA00461408","0011000000WvnPLAAZ","SP00724703","ズバットナー（EC-CUBE）　（PC・スマホ）","EC-CUBE","http://www.zubattoner.com",""
"SA00460523","0011000000WvRPbAAN","SP00723090","EXCALIBUR　ECサイト（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://excalibur-shop.jp",""
"SA00461743","0011000000Ww3W8AAJ","SP00724911","やぶらぶウォーカー　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.yabulovewalker.com",""
"SA00460545","0011000000WvS6AAAV","SP00723104","GirlyTypeガーリー・タイプ　（PC・スマホ）","EC-CUBE","http://girlytype.rash.jp",""
"SA00461508","0011000000WvoA0AAJ","SP00724791","プレシャス(PC・スマホ)","EC-CUBE","http://www.precious-contact.com/",""
"SA00460562","0011000000IapxoAAB","SP00661283","ミキモール　（PC・スマホ）","EC-CUBE","http://www.mikimall.jp/",""
"SA00513265","0015F00001B8nWVQAZ","SP00825380","iqumore（イクモア）　（PC・スマホ）","EC-CUBE","http://iqumore.com/",""
"SA00511276","0015F000018fPYNQA2","SP00812959","ココマチギフト （ＰＣ・スマホ）","EC-CUBE","https://coco-machi.jp/gift/","https://coco-machi.jp/gift/help/guide"
"SA00482038","0011000000IatkbAAB","SP00675826","Moon:day(PC・スマホ）","EC-CUBE","http://www.moonday.org/",""
"SA00482035","0011000000xnPB7AAM","SP00760172","ベン・ワークウェア（PC・スマホ）","EC-CUBE","http://www.venwork.com",""
"SA00482037","0011000000IatkbAAB","SP00675826","YUTORI(ユトリ)（PC・スマホ）","EC-CUBE","http://www.yukonsite.com/",""
"SA00481326","0011000000qz7U9AAI","SP00756054","ソランシア（PC・スマホ）","EC-CUBE","http://www.soransia.com/user_data/soransia.php",""
"SA00481327","0011000000qz7U9AAI","SP00756054","キラリエ（PC・スマホ）","EC-CUBE","http://www.kirarie.com/user_data/kirarie.php",""
"SA00482048","0011000000xnR8eAAE","SP00760179","お米通販　献上多古米販売　ヨロズヤ米穀店（PC・スマホ）","EC-CUBE","http://ec.yorozuya-beikoku.com",""
"SA00481345","0011000000wGiB6AAK","SP00756067","自社EC","EC-CUBE","http://www.xec.jp",""
"SA00463796","0011000000WwKY8AAN","SP00731016","BLESHオンラインショップ(PC、スマホ)","EC-CUBE","http://www.blesh.jp",""
"SA00457298","0011000000IakodAAB","SP00641603","DEPARTMENT(PC、モバどちらも)","EC-CUBE","http://dept.mx",""
"SA00484841","00110000010GI3eAAG","SP00773925","ReGeNe　E-STORE　（PC・スマホ）","EC-CUBE","http://re-gene.jp/ec",""
"SA00461440","0011000000Wvnj4AAB","SP00724737","ステラおばさんのクッキー　オンラインストア（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.auntstella.co.jp/shop/",""
"SA00461469","0011000000WvnjiAAB","SP00724772","ステレオサウンドストア（PC・スマホ・モバイル）","EC-CUBE","http://store.stereosound.co.jp",""
"SA00457210","0011000000UJZPBAA5","SP00716218","おいもオールスターズ","EC-CUBE","http://www.oimoallstars.com",""
"SA00458049","0011000000UJYbzAAH","SP00716210","j9 ONLINE STORE(PC・モバ）","EC-CUBE","http://j9-onlinestore.com/",""
"SA00461748","0011000000OcIaNAAV","SP00705133","自社ショップ（PC）","EC-CUBE","http://www.muraokafarm.com/",""
"SA00458079","0011000000IbesOAAR","SP00680239","介護用品百貨店（PC）","EC-CUBE","http://store.ansinkaigo.jp/",""
"SA00458070","0011000000WunPOAAZ","SP00716803","cafetea.ｊｐ　（PC・モバ）","EC-CUBE","http://cafetea.jp",""
"SA00460597","0011000000WvY60AAF","SP00723129","写真ケーキの洋菓子のミロ　（PC・スマホ）","EC-CUBE","http://www.shashin-cake.com",""
"SA00460602","0011000000WvY6KAAV","SP00723134","ベジタブルカラー（PC・スマホ）","EC-CUBE","http://www.vegetablecolor.jp",""
"SA00464177","0011000000WwaJcAAJ","SP00731188","HAKATA kometo (PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.kometo.net",""
"SA00460614","0011000000WvYFnAAN","SP00723141","フエルモール　（PC・モバ）","EC-CUBE","http://www.fueru-mall.jp",""
"SA00458180","0011000000WushUAAR","SP00716845","Vi-move　（PC）","EC-CUBE","http://www.vi-move.jp",""
"SA00461540","0011000000MqoJQAAZ","SP00697494","健康館 （PC・スマホ）","EC-CUBE","http://www.kenkokan.co.jp/",""
"SA00461536","0011000000WcDPPAA3","SP00724804","【芸能人多数ご愛用】プラセンタ　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://growthtokyo.info",""
"SA00458209","0011000000Wuu67AAB","SP00716853","椿宗善(PC、モバ両方)","EC-CUBE","http://tsubakisozen.co.jp/",""
"SA00458234","0011000000Wuv9wAAB","SP00716863","有限会社長崎まちづくり屋　（ＰＣ・スマホ）","ＥＣ-ＣＵＢＥ","http://nagasaki-necktie.com",""
"SA00460635","0011000000IamoxAAB","SP00649207","ナチュラルショップ　（PC）","EC-CUBE","http://tokyobbc.com",""
"SA00462128","0011000000Ww5jsAAB","SP00726115","ジモティ　（PC・スマホ）","EC-CUBE","http://www.jimotee.jp",""
"SA00461570","0011000000Wvs2hAAB","SP00724823","宮崎県名産品専門店「みやざき直伝」　（ＰＣ）","ＥＣ-ＣＵＢＥ","http://www.m-jikiden.co.jp",""
"SA00458274","0011000000Wux1dAAB","SP00716885","DAZZSHOP(PC、モバ、スマホ)","EC-CUBE","http://dazzshop.jp/",""
"SA00458302","0011000000WuxxhAAB","SP00716896","BULK HOMME　ONLINE　STORE（PC・スマホ）","EC-CUBE","http://bulk.co.jp",""
"SA00458297","0011000000WuwHFAAZ","SP00716876","トレンドビューティー　（ＰＣ・スマホ・フィーチャーホン）","ＥＣ-ＣＵＢＥ","http://trend-b.jp/",""
"SA00458365","0011000000Wv29QAAR","SP00716932","ofclay store  （PC・スマホ・フィーチャーフォン","EC-CUBE","http://www.ofclay.jp",""
